log_id,station_id,item_name,date,quantity_used,unit,active_headcount,temperature_c
LOG-000725,MTR,Dry Rations,2026-08-14,22.66,kg,23,0.4
LOG-000726,MTR,Frozen Rations,2026-08-14,19.84,kg,23,0.4
LOG-000727,MTR,Potable Water Treatment Tablets,2026-08-14,2.82,units,23,0.4
LOG-000728,MTR,Spare Batteries (AA/Lithium),2026-08-14,1.4,units,23,0.4
LOG-000729,MTR,Diesel Fuel,2026-08-15,275.54,litres,27,0.0
LOG-000730,MTR,Propane (LPG),2026-08-15,33.95,kg,27,0.0
LOG-000731,MTR,Medical Oxygen,2026-08-15,1.01,cylinders,27,0.0
LOG-000732,MTR,Medical Kit Supplies,2026-08-15,2.44,units,27,0.0
LOG-000733,MTR,Dry Rations,2026-08-15,33.43,kg,27,0.0
LOG-000734,MTR,Frozen Rations,2026-08-15,26.73,kg,27,0.0
LOG-000735,MTR,Potable Water Treatment Tablets,2026-08-15,4.91,units,27,0.0
LOG-000736,MTR,Spare Batteries (AA/Lithium),2026-08-15,3.01,units,27,0.0
LOG-000737,MTR,Diesel Fuel,2026-08-16,220.25,litres,27,-0.4
LOG-000738,MTR,Propane (LPG),2026-08-16,36.65,kg,27,-0.4
LOG-000739,MTR,Medical Oxygen,2026-08-16,1.21,cylinders,27,-0.4
LOG-000740,MTR,Medical Kit Supplies,2026-08-16,1.71,units,27,-0.4
LOG-000741,MTR,Dry Rations,2026-08-16,26.25,kg,27,-0.4
LOG-000742,MTR,Frozen Rations,2026-08-16,23.79,kg,27,-0.4
LOG-000743,MTR,Potable Water Treatment Tablets,2026-08-16,3.53,units,27,-0.4
LOG-000744,MTR,Spare Batteries (AA/Lithium),2026-08-16,2.27,units,27,-0.4
LOG-000745,MTR,Diesel Fuel,2026-08-17,209.03,litres,23,-0.8
LOG-000746,MTR,Propane (LPG),2026-08-17,20.38,kg,23,-0.8
LOG-000747,MTR,Medical Oxygen,2026-08-17,0.91,cylinders,23,-0.8
LOG-000748,MTR,Medical Kit Supplies,2026-08-17,1.23,units,23,-0.8
LOG-000749,MTR,Dry Rations,2026-08-17,27.52,kg,23,-0.8
LOG-000750,MTR,Frozen Rations,2026-08-17,22.74,kg,23,-0.8
LOG-000751,MTR,Potable Water Treatment Tablets,2026-08-17,2.51,units,23,-0.8
LOG-000752,MTR,Spare Batteries (AA/Lithium),2026-08-17,2.37,units,23,-0.8
LOG-000753,MTR,Diesel Fuel,2026-08-18,273.49,litres,26,-1.3
LOG-000754,MTR,Propane (LPG),2026-08-18,26.12,kg,26,-1.3
LOG-000755,MTR,Medical Oxygen,2026-08-18,0.81,cylinders,26,-1.3
LOG-000756,MTR,Medical Kit Supplies,2026-08-18,2.24,units,26,-1.3
LOG-000757,MTR,Dry Rations,2026-08-18,31.48,kg,26,-1.3
LOG-000758,MTR,Frozen Rations,2026-08-18,21.5,kg,26,-1.3
LOG-000759,MTR,Potable Water Treatment Tablets,2026-08-18,2.82,units,26,-1.3
LOG-000760,MTR,Spare Batteries (AA/Lithium),2026-08-18,1.44,units,26,-1.3
LOG-000761,MTR,Diesel Fuel,2026-08-19,300.64,litres,24,-1.7
LOG-000762,MTR,Propane (LPG),2026-08-19,19.92,kg,24,-1.7
LOG-000763,MTR,Medical Oxygen,2026-08-19,0.54,cylinders,24,-1.7
LOG-000764,MTR,Medical Kit Supplies,2026-08-19,1.73,units,24,-1.7
LOG-000765,MTR,Dry Rations,2026-08-19,25.67,kg,24,-1.7
LOG-000766,MTR,Frozen Rations,2026-08-19,20.23,kg,24,-1.7
LOG-000767,MTR,Potable Water Treatment Tablets,2026-08-19,3.39,units,24,-1.7
LOG-000768,MTR,Spare Batteries (AA/Lithium),2026-08-19,1.72,units,24,-1.7
LOG-000769,MTR,Diesel Fuel,2026-08-20,234.44,litres,27,-2.2
LOG-000770,MTR,Propane (LPG),2026-08-20,28.56,kg,27,-2.2
LOG-000771,MTR,Medical Oxygen,2026-08-20,0.77,cylinders,27,-2.2
LOG-000772,MTR,Medical Kit Supplies,2026-08-20,2.27,units,27,-2.2
LOG-000773,MTR,Dry Rations,2026-08-20,29.56,kg,27,-2.2
LOG-000774,MTR,Frozen Rations,2026-08-20,23.41,kg,27,-2.2
LOG-000775,MTR,Potable Water Treatment Tablets,2026-08-20,2.82,units,27,-2.2
LOG-000776,MTR,Spare Batteries (AA/Lithium),2026-08-20,2.42,units,27,-2.2
LOG-000777,MTR,Diesel Fuel,2026-08-21,224.87,litres,27,-2.6
LOG-000778,MTR,Propane (LPG),2026-08-21,24.91,kg,27,-2.6
LOG-000779,MTR,Medical Oxygen,2026-08-21,1.31,cylinders,27,-2.6
LOG-000780,MTR,Medical Kit Supplies,2026-08-21,2.39,units,27,-2.6
LOG-000781,MTR,Dry Rations,2026-08-21,32.55,kg,27,-2.6
LOG-000782,MTR,Frozen Rations,2026-08-21,19.33,kg,27,-2.6
LOG-000783,MTR,Potable Water Treatment Tablets,2026-08-21,3.02,units,27,-2.6
LOG-000784,MTR,Spare Batteries (AA/Lithium),2026-08-21,2.69,units,27,-2.6
LOG-000785,MTR,Diesel Fuel,2026-08-22,235.41,litres,26,-3.1
LOG-000786,MTR,Propane (LPG),2026-08-22,26.73,kg,26,-3.1
LOG-000787,MTR,Medical Oxygen,2026-08-22,1.07,cylinders,26,-3.1
LOG-000788,MTR,Medical Kit Supplies,2026-08-22,1.95,units,26,-3.1
LOG-000789,MTR,Dry Rations,2026-08-22,32.07,kg,26,-3.1
LOG-000790,MTR,Frozen Rations,2026-08-22,23.98,kg,26,-3.1
LOG-000791,MTR,Potable Water Treatment Tablets,2026-08-22,2.79,units,26,-3.1
LOG-000792,MTR,Spare Batteries (AA/Lithium),2026-08-22,3.54,units,26,-3.1
LOG-000793,MTR,Diesel Fuel,2026-08-23,244.2,litres,23,-3.6
LOG-000794,MTR,Propane (LPG),2026-08-23,24.74,kg,23,-3.6
LOG-000795,MTR,Medical Oxygen,2026-08-23,0.51,cylinders,23,-3.6
LOG-000796,MTR,Medical Kit Supplies,2026-08-23,1.51,units,23,-3.6
LOG-000797,MTR,Dry Rations,2026-08-23,24.65,kg,23,-3.6
LOG-000798,MTR,Frozen Rations,2026-08-23,17.52,kg,23,-3.6
LOG-000799,MTR,Potable Water Treatment Tablets,2026-08-23,3.77,units,23,-3.6
LOG-000800,MTR,Spare Batteries (AA/Lithium),2026-08-23,1.82,units,23,-3.6
LOG-000801,MTR,Diesel Fuel,2026-08-24,211.25,litres,26,-4.1
LOG-000802,MTR,Propane (LPG),2026-08-24,25.87,kg,26,-4.1
LOG-000803,MTR,Medical Oxygen,2026-08-24,1.15,cylinders,26,-4.1
LOG-000804,MTR,Medical Kit Supplies,2026-08-24,2.1,units,26,-4.1
LOG-000805,MTR,Dry Rations,2026-08-24,32.05,kg,26,-4.1
LOG-000806,MTR,Frozen Rations,2026-08-24,25.17,kg,26,-4.1
LOG-000807,MTR,Potable Water Treatment Tablets,2026-08-24,2.83,units,26,-4.1
LOG-000808,MTR,Spare Batteries (AA/Lithium),2026-08-24,3.5,units,26,-4.1
LOG-000809,MTR,Diesel Fuel,2026-08-25,254.74,litres,24,-4.5
LOG-000810,MTR,Propane (LPG),2026-08-25,24.97,kg,24,-4.5
LOG-000811,MTR,Medical Oxygen,2026-08-25,0.54,cylinders,24,-4.5
LOG-000812,MTR,Medical Kit Supplies,2026-08-25,2.24,units,24,-4.5
LOG-000813,MTR,Dry Rations,2026-08-25,28.76,kg,24,-4.5
LOG-000814,MTR,Frozen Rations,2026-08-25,16.53,kg,24,-4.5
LOG-000815,MTR,Potable Water Treatment Tablets,2026-08-25,4.27,units,24,-4.5
LOG-000816,MTR,Spare Batteries (AA/Lithium),2026-08-25,1.38,units,24,-4.5
LOG-000817,MTR,Diesel Fuel,2026-08-26,257.22,litres,23,-5.0
LOG-000818,MTR,Propane (LPG),2026-08-26,21.08,kg,23,-5.0
LOG-000819,MTR,Medical Oxygen,2026-08-26,1.0,cylinders,23,-5.0
LOG-000820,MTR,Medical Kit Supplies,2026-08-26,1.55,units,23,-5.0
LOG-000821,MTR,Dry Rations,2026-08-26,29.52,kg,23,-5.0
LOG-000822,MTR,Frozen Rations,2026-08-26,19.74,kg,23,-5.0
LOG-000823,MTR,Potable Water Treatment Tablets,2026-08-26,2.64,units,23,-5.0
LOG-000824,MTR,Spare Batteries (AA/Lithium),2026-08-26,1.39,units,23,-5.0
LOG-000825,MTR,Diesel Fuel,2026-08-27,229.59,litres,25,-5.5
LOG-000826,MTR,Propane (LPG),2026-08-27,29.04,kg,25,-5.5
LOG-000827,MTR,Medical Oxygen,2026-08-27,1.07,cylinders,25,-5.5
LOG-000828,MTR,Medical Kit Supplies,2026-08-27,2.07,units,25,-5.5
LOG-000829,MTR,Dry Rations,2026-08-27,24.27,kg,25,-5.5
LOG-000830,MTR,Frozen Rations,2026-08-27,22.73,kg,25,-5.5
LOG-000831,MTR,Potable Water Treatment Tablets,2026-08-27,3.74,units,25,-5.5
LOG-000832,MTR,Spare Batteries (AA/Lithium),2026-08-27,3.14,units,25,-5.5
LOG-000833,MTR,Diesel Fuel,2026-08-28,288.72,litres,27,-6.0
LOG-000834,MTR,Propane (LPG),2026-08-28,36.57,kg,27,-6.0
LOG-000835,MTR,Medical Oxygen,2026-08-28,1.0,cylinders,27,-6.0
LOG-000836,MTR,Medical Kit Supplies,2026-08-28,2.21,units,27,-6.0
LOG-000837,MTR,Dry Rations,2026-08-28,31.04,kg,27,-6.0
LOG-000838,MTR,Frozen Rations,2026-08-28,25.53,kg,27,-6.0
LOG-000839,MTR,Potable Water Treatment Tablets,2026-08-28,4.39,units,27,-6.0
LOG-000840,MTR,Spare Batteries (AA/Lithium),2026-08-28,1.76,units,27,-6.0
LOG-000841,MTR,Diesel Fuel,2026-08-29,248.71,litres,23,-6.6
LOG-000842,MTR,Propane (LPG),2026-08-29,27.11,kg,23,-6.6
LOG-000843,MTR,Medical Oxygen,2026-08-29,1.01,cylinders,23,-6.6
LOG-000844,MTR,Medical Kit Supplies,2026-08-29,1.83,units,23,-6.6
LOG-000845,MTR,Dry Rations,2026-08-29,23.94,kg,23,-6.6
LOG-000846,MTR,Frozen Rations,2026-08-29,14.48,kg,23,-6.6
LOG-000847,MTR,Potable Water Treatment Tablets,2026-08-29,3.36,units,23,-6.6
LOG-000848,MTR,Spare Batteries (AA/Lithium),2026-08-29,1.24,units,23,-6.6
LOG-000849,MTR,Diesel Fuel,2026-08-30,324.75,litres,25,-7.1
LOG-000850,MTR,Propane (LPG),2026-08-30,21.15,kg,25,-7.1
LOG-000851,MTR,Medical Oxygen,2026-08-30,1.15,cylinders,25,-7.1
LOG-000852,MTR,Medical Kit Supplies,2026-08-30,2.32,units,25,-7.1
LOG-000853,MTR,Dry Rations,2026-08-30,28.65,kg,25,-7.1
LOG-000854,MTR,Frozen Rations,2026-08-30,20.07,kg,25,-7.1
LOG-000855,MTR,Potable Water Treatment Tablets,2026-08-30,3.66,units,25,-7.1
LOG-000856,MTR,Spare Batteries (AA/Lithium),2026-08-30,2.64,units,25,-7.1
LOG-000857,MTR,Diesel Fuel,2026-08-31,246.06,litres,23,-7.6
LOG-000858,MTR,Propane (LPG),2026-08-31,29.58,kg,23,-7.6
LOG-000859,MTR,Medical Oxygen,2026-08-31,0.91,cylinders,23,-7.6
LOG-000860,MTR,Medical Kit Supplies,2026-08-31,1.52,units,23,-7.6
LOG-000861,MTR,Dry Rations,2026-08-31,25.08,kg,23,-7.6
LOG-000862,MTR,Frozen Rations,2026-08-31,15.19,kg,23,-7.6
LOG-000863,MTR,Potable Water Treatment Tablets,2026-08-31,2.44,units,23,-7.6
LOG-000864,MTR,Spare Batteries (AA/Lithium),2026-08-31,1.39,units,23,-7.6
LOG-000865,MTR,Diesel Fuel,2026-09-01,347.36,litres,25,-8.1
LOG-000866,MTR,Propane (LPG),2026-09-01,21.26,kg,25,-8.1
LOG-000867,MTR,Medical Oxygen,2026-09-01,0.98,cylinders,25,-8.1
LOG-000868,MTR,Medical Kit Supplies,2026-09-01,1.3,units,25,-8.1
LOG-000869,MTR,Dry Rations,2026-09-01,29.58,kg,25,-8.1
LOG-000870,MTR,Frozen Rations,2026-09-01,24.91,kg,25,-8.1
LOG-000871,MTR,Potable Water Treatment Tablets,2026-09-01,3.81,units,25,-8.1
LOG-000872,MTR,Spare Batteries (AA/Lithium),2026-09-01,2.77,units,25,-8.1
LOG-000873,MTR,Diesel Fuel,2026-09-02,255.93,litres,25,-8.6
LOG-000874,MTR,Propane (LPG),2026-09-02,24.24,kg,25,-8.6
LOG-000875,MTR,Medical Oxygen,2026-09-02,0.81,cylinders,25,-8.6
LOG-000876,MTR,Medical Kit Supplies,2026-09-02,1.67,units,25,-8.6
LOG-000877,MTR,Dry Rations,2026-09-02,28.48,kg,25,-8.6
LOG-000878,MTR,Frozen Rations,2026-09-02,22.89,kg,25,-8.6
LOG-000879,MTR,Potable Water Treatment Tablets,2026-09-02,4.12,units,25,-8.6
LOG-000880,MTR,Spare Batteries (AA/Lithium),2026-09-02,1.41,units,25,-8.6
LOG-000881,MTR,Diesel Fuel,2026-09-03,261.0,litres,23,-9.2
LOG-000882,MTR,Propane (LPG),2026-09-03,23.73,kg,23,-9.2
LOG-000883,MTR,Medical Oxygen,2026-09-03,0.63,cylinders,23,-9.2
LOG-000884,MTR,Medical Kit Supplies,2026-09-03,2.13,units,23,-9.2
LOG-000885,MTR,Dry Rations,2026-09-03,29.57,kg,23,-9.2
LOG-000886,MTR,Frozen Rations,2026-09-03,19.34,kg,23,-9.2
LOG-000887,MTR,Potable Water Treatment Tablets,2026-09-03,2.65,units,23,-9.2
LOG-000888,MTR,Spare Batteries (AA/Lithium),2026-09-03,1.34,units,23,-9.2
LOG-000889,MTR,Diesel Fuel,2026-09-04,324.01,litres,24,-9.7
LOG-000890,MTR,Propane (LPG),2026-09-04,23.67,kg,24,-9.7
LOG-000891,MTR,Medical Oxygen,2026-09-04,0.95,cylinders,24,-9.7
LOG-000892,MTR,Medical Kit Supplies,2026-09-04,1.99,units,24,-9.7
LOG-000893,MTR,Dry Rations,2026-09-04,22.84,kg,24,-9.7
LOG-000894,MTR,Frozen Rations,2026-09-04,21.2,kg,24,-9.7
LOG-000895,MTR,Potable Water Treatment Tablets,2026-09-04,2.6,units,24,-9.7
LOG-000896,MTR,Spare Batteries (AA/Lithium),2026-09-04,2.54,units,24,-9.7
LOG-000897,MTR,Diesel Fuel,2026-09-05,321.98,litres,25,-10.3
LOG-000898,MTR,Propane (LPG),2026-09-05,30.05,kg,25,-10.3
LOG-000899,MTR,Medical Oxygen,2026-09-05,1.12,cylinders,25,-10.3
LOG-000900,MTR,Medical Kit Supplies,2026-09-05,2.17,units,25,-10.3
LOG-000901,MTR,Dry Rations,2026-09-05,29.35,kg,25,-10.3
LOG-000902,MTR,Frozen Rations,2026-09-05,20.26,kg,25,-10.3
LOG-000903,MTR,Potable Water Treatment Tablets,2026-09-05,4.12,units,25,-10.3
LOG-000904,MTR,Spare Batteries (AA/Lithium),2026-09-05,2.31,units,25,-10.3
LOG-000905,MTR,Diesel Fuel,2026-09-06,202.73,litres,25,-10.8
LOG-000906,MTR,Propane (LPG),2026-09-06,24.63,kg,25,-10.8
LOG-000907,MTR,Medical Oxygen,2026-09-06,1.21,cylinders,25,-10.8
LOG-000908,MTR,Medical Kit Supplies,2026-09-06,1.68,units,25,-10.8
LOG-000909,MTR,Dry Rations,2026-09-06,30.16,kg,25,-10.8
LOG-000910,MTR,Frozen Rations,2026-09-06,16.92,kg,25,-10.8
LOG-000911,MTR,Potable Water Treatment Tablets,2026-09-06,5.0,units,25,-10.8
LOG-000912,MTR,Spare Batteries (AA/Lithium),2026-09-06,1.64,units,25,-10.8
LOG-000913,MTR,Diesel Fuel,2026-09-07,326.66,litres,25,-11.4
LOG-000914,MTR,Propane (LPG),2026-09-07,21.52,kg,25,-11.4
LOG-000915,MTR,Medical Oxygen,2026-09-07,1.08,cylinders,25,-11.4
LOG-000916,MTR,Medical Kit Supplies,2026-09-07,2.29,units,25,-11.4
LOG-000917,MTR,Dry Rations,2026-09-07,31.34,kg,25,-11.4
LOG-000918,MTR,Frozen Rations,2026-09-07,15.38,kg,25,-11.4
LOG-000919,MTR,Potable Water Treatment Tablets,2026-09-07,3.34,units,25,-11.4
LOG-000920,MTR,Spare Batteries (AA/Lithium),2026-09-07,3.17,units,25,-11.4
LOG-000921,MTR,Diesel Fuel,2026-09-08,278.0,litres,24,-11.9
LOG-000922,MTR,Propane (LPG),2026-09-08,21.42,kg,24,-11.9
LOG-000923,MTR,Medical Oxygen,2026-09-08,0.61,cylinders,24,-11.9
LOG-000924,MTR,Medical Kit Supplies,2026-09-08,2.03,units,24,-11.9
LOG-000925,MTR,Dry Rations,2026-09-08,27.6,kg,24,-11.9
LOG-000926,MTR,Frozen Rations,2026-09-08,23.07,kg,24,-11.9
LOG-000927,MTR,Potable Water Treatment Tablets,2026-09-08,4.13,units,24,-11.9
LOG-000928,MTR,Spare Batteries (AA/Lithium),2026-09-08,1.3,units,24,-11.9
LOG-000929,MTR,Diesel Fuel,2026-09-09,301.45,litres,25,-12.5
LOG-000930,MTR,Propane (LPG),2026-09-09,23.56,kg,25,-12.5
LOG-000931,MTR,Medical Oxygen,2026-09-09,0.83,cylinders,25,-12.5
LOG-000932,MTR,Medical Kit Supplies,2026-09-09,1.61,units,25,-12.5
LOG-000933,MTR,Dry Rations,2026-09-09,29.99,kg,25,-12.5
LOG-000934,MTR,Frozen Rations,2026-09-09,19.49,kg,25,-12.5
LOG-000935,MTR,Potable Water Treatment Tablets,2026-09-09,3.84,units,25,-12.5
LOG-000936,MTR,Spare Batteries (AA/Lithium),2026-09-09,2.02,units,25,-12.5
LOG-000937,MTR,Diesel Fuel,2026-09-10,349.02,litres,26,-13.0
LOG-000938,MTR,Propane (LPG),2026-09-10,23.83,kg,26,-13.0
LOG-000939,MTR,Medical Oxygen,2026-09-10,1.05,cylinders,26,-13.0
LOG-000940,MTR,Medical Kit Supplies,2026-09-10,2.04,units,26,-13.0
LOG-000941,MTR,Dry Rations,2026-09-10,27.98,kg,26,-13.0
LOG-000942,MTR,Frozen Rations,2026-09-10,23.6,kg,26,-13.0
LOG-000943,MTR,Potable Water Treatment Tablets,2026-09-10,4.62,units,26,-13.0
LOG-000944,MTR,Spare Batteries (AA/Lithium),2026-09-10,2.61,units,26,-13.0
LOG-000945,MTR,Diesel Fuel,2026-09-11,358.74,litres,26,-13.6
LOG-000946,MTR,Propane (LPG),2026-09-11,33.54,kg,26,-13.6
LOG-000947,MTR,Medical Oxygen,2026-09-11,1.14,cylinders,26,-13.6
LOG-000948,MTR,Medical Kit Supplies,2026-09-11,1.48,units,26,-13.6
LOG-000949,MTR,Dry Rations,2026-09-11,26.0,kg,26,-13.6
LOG-000950,MTR,Frozen Rations,2026-09-11,22.27,kg,26,-13.6
LOG-000951,MTR,Potable Water Treatment Tablets,2026-09-11,4.87,units,26,-13.6
LOG-000952,MTR,Spare Batteries (AA/Lithium),2026-09-11,2.74,units,26,-13.6
LOG-000953,MTR,Diesel Fuel,2026-09-12,282.17,litres,23,-14.2
LOG-000954,MTR,Propane (LPG),2026-09-12,25.52,kg,23,-14.2
LOG-000955,MTR,Medical Oxygen,2026-09-12,0.55,cylinders,23,-14.2
LOG-000956,MTR,Medical Kit Supplies,2026-09-12,1.25,units,23,-14.2
LOG-000957,MTR,Dry Rations,2026-09-12,22.17,kg,23,-14.2
LOG-000958,MTR,Frozen Rations,2026-09-12,17.93,kg,23,-14.2
LOG-000959,MTR,Potable Water Treatment Tablets,2026-09-12,3.48,units,23,-14.2
LOG-000960,MTR,Spare Batteries (AA/Lithium),2026-09-12,3.06,units,23,-14.2
LOG-000961,BHR,Diesel Fuel,2026-05-16,246.21,litres,18,-0.4
LOG-000962,BHR,Propane (LPG),2026-05-16,16.8,kg,18,-0.4
LOG-000963,BHR,Medical Oxygen,2026-05-16,0.6,cylinders,18,-0.4
LOG-000964,BHR,Medical Kit Supplies,2026-05-16,1.21,units,18,-0.4
LOG-000965,BHR,Dry Rations,2026-05-16,16.39,kg,18,-0.4
LOG-000966,BHR,Frozen Rations,2026-05-16,11.18,kg,18,-0.4
LOG-000967,BHR,Potable Water Treatment Tablets,2026-05-16,2.7,units,18,-0.4
LOG-000968,BHR,Spare Batteries (AA/Lithium),2026-05-16,1.32,units,18,-0.4
LOG-000969,BHR,Diesel Fuel,2026-05-17,184.49,litres,18,0.0
LOG-000970,BHR,Propane (LPG),2026-05-17,14.7,kg,18,0.0
LOG-000971,BHR,Medical Oxygen,2026-05-17,0.86,cylinders,18,0.0
LOG-000972,BHR,Medical Kit Supplies,2026-05-17,1.66,units,18,0.0
LOG-000973,BHR,Dry Rations,2026-05-17,20.88,kg,18,0.0
LOG-000974,BHR,Frozen Rations,2026-05-17,16.5,kg,18,0.0
LOG-000975,BHR,Potable Water Treatment Tablets,2026-05-17,2.05,units,18,0.0
LOG-000976,BHR,Spare Batteries (AA/Lithium),2026-05-17,1.42,units,18,0.0
LOG-000977,BHR,Diesel Fuel,2026-05-18,255.71,litres,21,0.4
LOG-000978,BHR,Propane (LPG),2026-05-18,18.55,kg,21,0.4
LOG-000979,BHR,Medical Oxygen,2026-05-18,0.86,cylinders,21,0.4
LOG-000980,BHR,Medical Kit Supplies,2026-05-18,1.52,units,21,0.4
LOG-000981,BHR,Dry Rations,2026-05-18,18.94,kg,21,0.4
LOG-000982,BHR,Frozen Rations,2026-05-18,13.27,kg,21,0.4
LOG-000983,BHR,Potable Water Treatment Tablets,2026-05-18,2.64,units,21,0.4
LOG-000984,BHR,Spare Batteries (AA/Lithium),2026-05-18,2.8,units,21,0.4
LOG-000985,BHR,Diesel Fuel,2026-05-19,300.11,litres,22,0.8
LOG-000986,BHR,Propane (LPG),2026-05-19,25.64,kg,22,0.8
LOG-000987,BHR,Medical Oxygen,2026-05-19,0.72,cylinders,22,0.8
LOG-000988,BHR,Medical Kit Supplies,2026-05-19,1.95,units,22,0.8
LOG-000989,BHR,Dry Rations,2026-05-19,21.89,kg,22,0.8
LOG-000990,BHR,Frozen Rations,2026-05-19,14.27,kg,22,0.8
LOG-000991,BHR,Potable Water Treatment Tablets,2026-05-19,2.72,units,22,0.8
LOG-000992,BHR,Spare Batteries (AA/Lithium),2026-05-19,2.51,units,22,0.8
LOG-000993,BHR,Diesel Fuel,2026-05-20,236.34,litres,22,1.2
LOG-000994,BHR,Propane (LPG),2026-05-20,19.06,kg,22,1.2
LOG-000995,BHR,Medical Oxygen,2026-05-20,1.04,cylinders,22,1.2
LOG-000996,BHR,Medical Kit Supplies,2026-05-20,1.76,units,22,1.2
LOG-000997,BHR,Dry Rations,2026-05-20,19.94,kg,22,1.2
LOG-000998,BHR,Frozen Rations,2026-05-20,17.74,kg,22,1.2
LOG-000999,BHR,Potable Water Treatment Tablets,2026-05-20,2.73,units,22,1.2
LOG-001000,BHR,Spare Batteries (AA/Lithium),2026-05-20,1.42,units,22,1.2
LOG-001001,BHR,Diesel Fuel,2026-05-21,168.2,litres,21,1.6
LOG-001002,BHR,Propane (LPG),2026-05-21,21.25,kg,21,1.6
LOG-001003,BHR,Medical Oxygen,2026-05-21,0.78,cylinders,21,1.6
LOG-001004,BHR,Medical Kit Supplies,2026-05-21,1.25,units,21,1.6
LOG-001005,BHR,Dry Rations,2026-05-21,24.51,kg,21,1.6
LOG-001006,BHR,Frozen Rations,2026-05-21,17.0,kg,21,1.6
LOG-001007,BHR,Potable Water Treatment Tablets,2026-05-21,2.86,units,21,1.6
LOG-001008,BHR,Spare Batteries (AA/Lithium),2026-05-21,3.05,units,21,1.6
LOG-001009,BHR,Diesel Fuel,2026-05-22,242.97,litres,22,2.0
LOG-001010,BHR,Propane (LPG),2026-05-22,30.65,kg,22,2.0
LOG-001011,BHR,Medical Oxygen,2026-05-22,0.81,cylinders,22,2.0
LOG-001012,BHR,Medical Kit Supplies,2026-05-22,1.53,units,22,2.0
LOG-001013,BHR,Dry Rations,2026-05-22,23.94,kg,22,2.0
LOG-001014,BHR,Frozen Rations,2026-05-22,18.79,kg,22,2.0
LOG-001015,BHR,Potable Water Treatment Tablets,2026-05-22,4.36,units,22,2.0
LOG-001016,BHR,Spare Batteries (AA/Lithium),2026-05-22,1.66,units,22,2.0
LOG-001017,BHR,Diesel Fuel,2026-05-23,182.57,litres,18,2.4
LOG-001018,BHR,Propane (LPG),2026-05-23,15.13,kg,18,2.4
LOG-001019,BHR,Medical Oxygen,2026-05-23,0.49,cylinders,18,2.4
LOG-001020,BHR,Medical Kit Supplies,2026-05-23,1.49,units,18,2.4
LOG-001021,BHR,Dry Rations,2026-05-23,16.95,kg,18,2.4
LOG-001022,BHR,Frozen Rations,2026-05-23,14.99,kg,18,2.4
LOG-001023,BHR,Potable Water Treatment Tablets,2026-05-23,3.16,units,18,2.4
LOG-001024,BHR,Spare Batteries (AA/Lithium),2026-05-23,1.14,units,18,2.4
LOG-001025,BHR,Diesel Fuel,2026-05-24,225.52,litres,20,2.8
LOG-001026,BHR,Propane (LPG),2026-05-24,25.76,kg,20,2.8
LOG-001027,BHR,Medical Oxygen,2026-05-24,0.51,cylinders,20,2.8
LOG-001028,BHR,Medical Kit Supplies,2026-05-24,1.78,units,20,2.8
LOG-001029,BHR,Dry Rations,2026-05-24,21.72,kg,20,2.8
LOG-001030,BHR,Frozen Rations,2026-05-24,17.56,kg,20,2.8
LOG-001031,BHR,Potable Water Treatment Tablets,2026-05-24,3.26,units,20,2.8
LOG-001032,BHR,Spare Batteries (AA/Lithium),2026-05-24,2.62,units,20,2.8
LOG-001033,BHR,Diesel Fuel,2026-05-25,221.33,litres,18,3.1
LOG-001034,BHR,Propane (LPG),2026-05-25,24.59,kg,18,3.1
LOG-001035,BHR,Medical Oxygen,2026-05-25,0.38,cylinders,18,3.1
LOG-001036,BHR,Medical Kit Supplies,2026-05-25,1.08,units,18,3.1
LOG-001037,BHR,Dry Rations,2026-05-25,21.9,kg,18,3.1
LOG-001038,BHR,Frozen Rations,2026-05-25,17.18,kg,18,3.1
LOG-001039,BHR,Potable Water Treatment Tablets,2026-05-25,2.37,units,18,3.1
LOG-001040,BHR,Spare Batteries (AA/Lithium),2026-05-25,1.46,units,18,3.1
LOG-001041,BHR,Diesel Fuel,2026-05-26,292.63,litres,21,3.5
LOG-001042,BHR,Propane (LPG),2026-05-26,23.64,kg,21,3.5
LOG-001043,BHR,Medical Oxygen,2026-05-26,0.58,cylinders,21,3.5
LOG-001044,BHR,Medical Kit Supplies,2026-05-26,1.84,units,21,3.5
LOG-001045,BHR,Dry Rations,2026-05-26,20.51,kg,21,3.5
LOG-001046,BHR,Frozen Rations,2026-05-26,15.6,kg,21,3.5
LOG-001047,BHR,Potable Water Treatment Tablets,2026-05-26,3.74,units,21,3.5
LOG-001048,BHR,Spare Batteries (AA/Lithium),2026-05-26,2.87,units,21,3.5
LOG-001049,BHR,Diesel Fuel,2026-05-27,192.79,litres,20,3.8
LOG-001050,BHR,Propane (LPG),2026-05-27,25.59,kg,20,3.8
LOG-001051,BHR,Medical Oxygen,2026-05-27,0.66,cylinders,20,3.8
LOG-001052,BHR,Medical Kit Supplies,2026-05-27,1.4,units,20,3.8
LOG-001053,BHR,Dry Rations,2026-05-27,21.52,kg,20,3.8
LOG-001054,BHR,Frozen Rations,2026-05-27,19.65,kg,20,3.8
LOG-001055,BHR,Potable Water Treatment Tablets,2026-05-27,2.68,units,20,3.8
LOG-001056,BHR,Spare Batteries (AA/Lithium),2026-05-27,1.37,units,20,3.8
LOG-001057,BHR,Diesel Fuel,2026-05-28,214.29,litres,21,4.2
